# Distance                   Potential                   Force
1.900095000000000312e+02 5.610350777789936546e+04 1.838444797155484557e+06
1.900319605000000251e+02 3.782831376691201876e+04 4.033638655664711259e+05
1.900544210000000191e+02 3.140472704752415302e+04 2.072929070315844438e+05
1.900768815000000131e+02 2.767128912895313988e+04 1.345315903650548134e+05
1.900993420000000071e+02 2.510406346183652931e+04 9.760661458273611788e+04
1.901218025000000011e+02 2.317758921137508150e+04 7.561470174754560867e+04
1.901442629999999951e+02 2.165180485566707284e+04 6.116499306026582053e+04
1.901667234999999891e+02 2.039815684667773530e+04 5.101653377039043698e+04
1.901891839999999831e+02 1.934028172091744273e+04 4.353644050833025540e+04
1.902116444999999771e+02 1.842935692122951878e+04 3.781751251285421313e+04
1.902341049999999711e+02 1.763240206083759404e+04 3.331762141370372410e+04
1.902565654999999651e+02 1.692616380939278315e+04 2.969395503855862626e+04
1.902790259999999591e+02 1.629367498089363835e+04 2.671971358029202020e+04
1.903014864999999531e+02 1.572220220216835696e+04 2.423919361752127588e+04
1.903239469999999471e+02 1.520196248886912144e+04 2.214215071777209596e+04
1.903464074999999411e+02 1.472528854221348593e+04 2.034845960257555635e+04
1.903688679999999351e+02 1.428606761766674936e+04 1.879856401280373757e+04
1.903913284999999291e+02 1.387935347515021385e+04 1.744732595629508069e+04
1.904137889999999231e+02 1.350109137006945639e+04 1.625994643162277680e+04
1.904362494999999171e+02 1.314791893802308186e+04 1.520918978411589524e+04
1.904587099999999111e+02 1.281701928111566667e+04 1.427345196000103533e+04
1.904811704999999051e+02 1.250601073623629964e+04 1.343538884965050238e+04
1.905036309999998991e+02 1.221286291554069794e+04 1.268092470399345075e+04
1.905260914999998931e+02 1.193583188770728339e+04 1.199852364959040096e+04
1.905485519999998871e+02 1.167340952081183241e+04 1.137864662499287260e+04
1.905710124999998811e+02 1.142428345025551425e+04 1.081334113581902966e+04
1.905934729999998751e+02 1.118730512040088252e+04 1.029592756731770351e+04
1.906159334999998691e+02 1.096146403300050770e+04 9.820756649348864812e+03
1.906383939999998631e+02 1.074586681844051418e+04 9.383020008406658235e+03
1.906608544999998571e+02 1.053972009148749748e+04 8.978600783987350951e+03
1.906833149999998511e+02 1.034231630391576618e+04 8.603954802760988969e+03
1.907057754999998451e+02 1.015302199042178654e+04 8.256015289471302822e+03
1.907282359999998391e+02 9.971267940857223948e+03 7.932115872761945866e+03
1.907506964999998331e+02 9.796540934309434306e+03 7.629927932919982595e+03
1.907731569999998271e+02 9.628376748205551849e+03 7.347409282325958884e+03
1.907956174999998211e+02 9.466354214976723597e+03 7.082761867658809933e+03
1.908180779999998151e+02 9.310090144586614770e+03 6.834396704471507292e+03
1.908405384999998091e+02 9.159234966800035181e+03 6.600904647854401446e+03
1.908629989999998031e+02 9.013468974922026973e+03 6.381031901690797895e+03
1.908854594999997971e+02 8.872499074705239764e+03 6.173659397923408505e+03
1.909079199999997911e+02 8.736055959563271244e+03 5.977785353951170691e+03
1.909303804999997851e+02 8.603891647161386572e+03 5.792510453642489665e+03
1.909528409999997791e+02 8.475777323654607244e+03 5.617025204957936694e+03
1.909753014999997731e+02 8.351501450894993468e+03 5.450599111849570363e+03
1.909977619999997671e+02 8.230868099285913559e+03 5.292571365198730746e+03
1.910202224999997611e+02 8.113695474969146744e+03 5.142342811024385810e+03
1.910426829999997551e+02 7.999814614962463565e+03 4.999368997040080103e+03
1.910651434999997491e+02 7.889068227931667934e+03 4.863154133149036170e+03
1.910876039999997431e+02 7.781309661649221198e+03 4.733245829403550488e+03
1.911100644999997371e+02 7.676401980993031430e+03 4.609230497676510822e+03
1.911325249999997311e+02 7.574217142678420714e+03 4.490729321856941169e+03
1.911549854999997251e+02 7.474635254877691295e+03 4.377394716614729987e+03
1.911774459999997191e+02 7.377543911532050515e+03 4.268907207331537393e+03
1.911999064999997131e+02 7.282837592554211369e+03 4.164972674178754460e+03
1.912223669999997071e+02 7.190417122301112613e+03 4.065319911946589400e+03
1.912448274999997011e+02 7.100189179699647866e+03 3.969698464415513172e+03
1.912672879999996951e+02 7.012065854264839800e+03 3.877876698073149782e+03
1.912897484999996891e+02 6.925964242981714960e+03 3.789640085025079316e+03
1.913122089999996831e+02 6.841806083650577420e+03 3.704789669196439718e+03
1.913346694999996771e+02 6.759517420835591111e+03 3.623140693509726589e+03
1.913571299999996711e+02 6.679028301022773121e+03 3.544521368764495492e+03
1.913795904999996651e+02 6.600272493996613775e+03 3.468771767528110104e+03
1.914020509999996591e+02 6.523187237793991699e+03 3.395742828548043690e+03
1.914245114999996531e+02 6.447713004897919745e+03 3.325295459077220130e+03
1.914469719999996471e+02 6.373793287598194183e+03 3.257299724115353001e+03
1.914694324999996411e+02 6.301374400677138510e+03 3.191634112953239764e+03
1.914918929999996351e+02 6.230405299780833047e+03 3.128184874598658098e+03
1.915143534999996291e+02 6.160837414013501075e+03 3.066845414691048518e+03
1.915368139999996231e+02 6.092624491448593290e+03 3.007515747401835597e+03
1.915592744999996171e+02 6.025722456387258717e+03 2.950101996588636212e+03
1.915817349999996111e+02 5.960089277315943036e+03 2.894515941141901749e+03
1.916041954999996051e+02 5.895684844621836419e+03 2.840674600046071191e+03
1.916266559999995991e+02 5.832470857219664140e+03 2.788499853186576729e+03
1.916491164999995931e+02 5.770410717327219572e+03 2.737918094379142985e+03
1.916715769999995871e+02 5.709469432701858750e+03 2.688859913487801350e+03
1.916940374999995811e+02 5.649613525716522417e+03 2.641259804840165543e+03
1.917164979999995751e+02 5.590810948713136895e+03 2.595055899449414483e+03
1.917389584999995691e+02 5.533031005124127660e+03 2.550189718817315679e+03
1.917614189999995631e+02 5.476244275900171488e+03 2.506605948326446196e+03
1.917838794999995571e+02 5.420422550824515383e+03 2.464252228436267160e+03
1.918063399999995511e+02 5.365538764332370192e+03 2.423078962080639940e+03
1.918288004999995451e+02 5.311566935487937371e+03 2.383039136826397225e+03
1.918512609999995391e+02 5.258482111802311920e+03 2.344088160496606633e+03
1.918737214999995331e+02 5.206260316603213141e+03 2.306183709090119464e+03
1.918961819999995271e+02 5.154878499692385958e+03 2.269285585943034221e+03
1.919186424999995211e+02 5.104314491049077333e+03 2.233355591179363728e+03
1.919411029999995151e+02 5.054546957358290456e+03 2.198357400589018198e+03
1.919635634999995091e+02 5.005555361161013025e+03 2.164256453152434915e+03
1.919860239999995031e+02 4.957319922440297887e+03 2.131019846503904773e+03
1.920084844999994971e+02 4.909821582472191039e+03 2.098616239690879866e+03
1.920309449999994911e+02 4.863041969784316279e+03 2.067015762645110499e+03
1.920534054999994851e+02 4.816963368077425002e+03 2.036189931834065874e+03
1.920758659999994791e+02 4.771568685976662891e+03 2.006111571608529857e+03
1.920983264999994731e+02 4.726841428489533428e+03 1.976754740804896983e+03
1.921207869999994671e+02 4.682765670057295210e+03 1.948094664199267527e+03
1.921432474999994611e+02 4.639326029094829209e+03 1.920107668445182526e+03
1.921657079999994551e+02 4.596507643922272109e+03 1.892771122158336766e+03
1.921881684999994491e+02 4.554296149998699548e+03 1.866063379840052448e+03
1.922106289999994431e+02 4.512677658374833300e+03 1.839963729357105876e+03
1.922330894999994371e+02 4.471638735287950112e+03 1.814452342718918771e+03
1.922555499999994311e+02 4.431166382827505004e+03 1.789510229914344563e+03
1.922780104999994251e+02 4.391248020605348756e+03 1.765119195589631545e+03
1.923004709999994191e+02 4.351871468368957721e+03 1.741261798366684843e+03
1.923229314999994131e+02 4.313024929500482358e+03 1.717921312616781051e+03
1.923453919999994071e+02 4.274696975348411797e+03 1.695081692519446278e+03
1.923678524999994011e+02 4.236876530342313345e+03 1.672727538249554300e+03
1.923903129999993951e+02 4.199552857844491882e+03 1.650844064147811650e+03
1.924127734999993891e+02 4.162715546695533703e+03 1.629417068740948935e+03
1.924352339999993831e+02 4.126354498413625151e+03 1.608432906488060553e+03
1.924576944999993771e+02 4.090459915010139412e+03 1.587878461138867806e+03
1.924801549999993711e+02 4.055022287386499102e+03 1.567741120598184580e+03
1.925026154999993651e+02 4.020032384279622420e+03 1.548008753198702379e+03
1.925250759999993591e+02 3.985481241725316067e+03 1.528669685291362612e+03
1.925475364999993531e+02 3.951360153011009970e+03 1.509712680069205135e+03
1.925699969999993471e+02 3.917660659090995068e+03 1.491126917546614550e+03
1.925924574999993411e+02 3.884374539439036198e+03 1.472901975621468637e+03
1.926149179999993351e+02 3.851493803314840534e+03 1.455027812152842216e+03
1.926373784999993291e+02 3.819010681422223570e+03 1.437494747991607937e+03
1.926598389999993231e+02 3.786917617938278909e+03 1.420293450905680174e+03
1.926822994999993170e+02 3.755207262894067298e+03 1.403414920345632936e+03
1.927047599999993110e+02 3.723872464888500872e+03 1.386850473000157308e+03
1.927272204999993050e+02 3.692906264118232684e+03 1.370591729094246602e+03
1.927496809999992990e+02 3.662301885707384372e+03 1.354630599386164249e+03
1.927721414999992930e+02 3.632052733321861979e+03 1.338959272822201001e+03
1.927946019999992870e+02 3.602152383053915855e+03 1.323570204810919677e+03
1.928170624999992810e+02 3.572594577563445910e+03 1.308456106081116104e+03
1.928395229999992750e+02 3.543373220463343387e+03 1.293609932090068014e+03
1.928619834999992690e+02 3.514482370936822917e+03 1.279024872950773670e+03
1.928844439999992630e+02 3.485916238575447551e+03 1.264694343848925428e+03
1.929069044999992570e+02 3.457669178427154748e+03 1.250611975922203783e+03
1.929293649999992510e+02 3.429735686244183398e+03 1.236771607576220049e+03
1.929518254999992450e+02 3.402110393921371269e+03 1.223167276213041077e+03
1.929742859999992390e+02 3.374788065115822064e+03 1.209793210349728952e+03
1.929967464999992330e+02 3.347763591039398761e+03 1.196643822105728304e+03
1.930192069999992270e+02 3.321031986416016025e+03 1.183713700039215610e+03
1.930416674999992210e+02 3.294588385596071475e+03 1.170997602313758989e+03
1.930641279999992150e+02 3.268428038820828533e+03 1.158490450177739831e+03
1.930865884999992090e+02 3.242546308629882333e+03 1.146187321740057996e+03
1.931090489999992030e+02 3.216938666405257663e+03 1.134083446026614411e+03
1.931315094999991970e+02 3.191600689045982563e+03 1.122174197302983430e+03
1.931539699999991910e+02 3.166528055767312253e+03 1.110455089649543197e+03
1.931764304999991850e+02 3.141716545019084606e+03 1.098921771776136211e+03
1.931988909999991790e+02 3.117162031517979813e+03 1.087570022064078557e+03
1.932213514999991730e+02 3.092860483388663852e+03 1.076395743824026795e+03
1.932438119999991670e+02 3.068807959409170053e+03 1.065394960758889738e+03
1.932662724999991610e+02 3.045000606355914897e+03 1.054563812621556963e+03
1.932887329999991550e+02 3.021434656444205757e+03 1.043898551057822033e+03
1.933111934999991490e+02 2.998106424860089646e+03 1.033395535625382990e+03
1.933336539999991430e+02 2.975012307379725826e+03 1.023051229980343351e+03
1.933561144999991370e+02 2.952148778072624282e+03 1.012862198223081236e+03
1.933785749999991310e+02 2.929512387085213504e+03 1.002825101395818137e+03
1.934010354999991250e+02 2.907099758501457927e+03 9.929366941246295255e+02
1.934234959999991190e+02 2.884907588277341347e+03 9.831938213990297299e+02
1.934459564999991130e+02 2.862932642246183605e+03 9.735934154826386475e+02
1.934684169999991070e+02 2.841171754191945638e+03 9.641324929487798272e+02
1.934908774999991010e+02 2.819621823987759399e+03 9.548081518351856403e+02
1.935133379999990950e+02 2.798279815797080573e+03 9.456175689122979975e+02
1.935357984999990890e+02 2.777142756334972546e+03 9.365579970599300168e+02
1.935582589999990830e+02 2.756207733187147824e+03 9.276267627473418997e+02
1.935807194999990770e+02 2.735471893184472265e+03 9.188212636120260868e+02
1.936031799999990710e+02 2.714932440830798441e+03 9.101389661327433487e+02
1.936256404999990650e+02 2.694586636782049027e+03 9.015774033925888489e+02
1.936481009999990590e+02 2.674431796374552505e+03 8.931341729280597974e+02
1.936705614999990530e+02 2.654465288200780833e+03 8.848069346603230088e+02
1.936930219999990470e+02 2.634684532730648698e+03 8.765934089050570037e+02
1.937154824999990410e+02 2.615087000976662239e+03 8.684913744574220118e+02
1.937379429999990350e+02 2.595670213201272418e+03 8.604986667489017691e+02
1.937604034999990290e+02 2.576431737664854609e+03 8.526131760728891322e+02
1.937828639999990230e+02 2.557369189412784635e+03 8.448328458760727244e+02
1.938053244999990170e+02 2.538480229100185170e+03 8.371556711128050665e+02
1.938277849999990110e+02 2.519762561852955969e+03 8.295796966597749815e+02
1.938502454999990050e+02 2.501213936163752805e+03 8.221030157884367782e+02
1.938727059999989990e+02 2.482832142821649541e+03 8.147237686927675213e+02
1.938951664999989930e+02 2.464615013874269607e+03 8.074401410700461383e+02
1.939176269999989870e+02 2.446560421621227306e+03 8.002503627524451986e+02
1.939400874999989810e+02 2.428666277637738403e+03 7.931527063873411407e+02
1.939625479999989750e+02 2.410930531827349569e+03 7.861454861643419463e+02
1.939850084999989690e+02 2.393351171502756188e+03 7.792270565871243662e+02
1.940074689999989630e+02 2.375926220493722667e+03 7.723958112882601199e+02
1.940299294999989570e+02 2.358653738281143433e+03 7.656501818852951828e+02
1.940523899999989510e+02 2.341531819156356050e+03 7.589886368764299505e+02
1.940748504999989450e+02 2.324558591404827439e+03 7.524096805742104834e+02
