# Distance                   Potential                   Force
2.000100000000000193e+02 5.754826643462380162e+04 1.814903510708788643e+06
2.000305824000000143e+02 3.985180693138742208e+04 4.485475642867338611e+05
2.000511648000000093e+02 3.322922559728867782e+04 2.356066227601209248e+05
2.000717472000000043e+02 2.932216429908947975e+04 1.543023235337712977e+05
2.000923295999999993e+02 2.661700719444149581e+04 1.125017205422807601e+05
2.001129119999999944e+02 2.457904248377226395e+04 8.741785933151302743e+04
2.001334943999999894e+02 2.296091272577262134e+04 7.085525470329250675e+04
2.001540767999999844e+02 2.162912359712741454e+04 5.918235838269242231e+04
2.001746591999999794e+02 2.050395137276653622e+04 5.055640027281457878e+04
2.001952415999999744e+02 1.953422486706115160e+04 4.394823124254272989e+04
2.002158239999999694e+02 1.868527316402629731e+04 3.874040105975454935e+04
2.002364063999999644e+02 1.793259280551714255e+04 3.454124142824591399e+04
2.002569887999999594e+02 1.725826988249268106e+04 3.109097027051902478e+04
2.002775711999999544e+02 1.664883901925167083e+04 2.821086538695556374e+04
2.002981535999999494e+02 1.609394089579639513e+04 2.577415981475989611e+04
2.003187359999999444e+02 1.558544717503977881e+04 2.368858040067867114e+04
2.003393183999999394e+02 1.511687110888373536e+04 2.188545191274175886e+04
2.003599007999999344e+02 1.468295927292108718e+04 2.031266572616731355e+04
2.003804831999999294e+02 1.427940181658731308e+04 1.893000855242597754e+04
2.004010655999999244e+02 1.390262241115603865e+04 1.770597920482262634e+04
2.004216479999999194e+02 1.354962309397044737e+04 1.661557023449254848e+04
2.004422303999999144e+02 1.321786773690018526e+04 1.563869088726903829e+04
2.004628127999999094e+02 1.290519320932855408e+04 1.475902582988553513e+04
2.004833951999999044e+02 1.260974073865869104e+04 1.396319588641874543e+04
2.005039775999998994e+02 1.232990222801924574e+04 1.324013184699478916e+04
2.005245599999998944e+02 1.206427780529628217e+04 1.258060105015012959e+04
2.005451423999998894e+02 1.181164191307027249e+04 1.197684512817012364e+04
2.005657247999998845e+02 1.157091596909929831e+04 1.142229973408652222e+04
2.005863071999998795e+02 1.134114613554376592e+04 1.091137548117719598e+04
2.006068895999998745e+02 1.112148509944247598e+04 1.043928511090198481e+04
2.006274719999998695e+02 1.091117703137243006e+04 1.000190594263170169e+04
2.006480543999998645e+02 1.070954508347865703e+04 9.595669514813664136e+03
2.006686367999998595e+02 1.051598093237379726e+04 9.217472373514909123e+03
2.006892191999998545e+02 1.032993598074116744e+04 8.864603447547298856e+03
2.007098015999998495e+02 1.015091391359267072e+04 8.534684536311237025e+03
