timestep	potential_energy	temperature
0	-1686.013916	0
100000	-57718.625	3.54318738
200000	-97145.07812	3.994138718
300000	-125031.5	3.401381254
400000	-147955.0781	3.021756411
500000	-168096.9375	2.741094828
600000	-189814.9375	2.780241728
700000	-213216.5781	2.954736471
800000	-238019.2188	3.086308718
900000	-263970.0625	3.149054527
1000000	-291011.4375	3.272509098
1100000	-319610.0312	3.365247726
1200000	-351109.5	3.559629679
1300000	-384105.25	3.650537014
1400000	-418846.75	3.818980217
1500000	-452731.875	3.878842354
1600000	-486855.875	3.864953756
1700000	-521500.1875	3.883925676
1800000	-555738.8125	3.852664948
1900000	-588748.125	3.79437995
2000000	-619339.75	3.591653585
2100000	-647442.25	3.408620358
2200000	-673871	3.261479378
2300000	-696361.9375	2.990136385
2400000	-714772	2.699505091
2500000	-731689.5	2.458996058
2600000	-747725.25	2.393957376
2700000	-763068.5625	2.304659843
2800000	-775359	2.124528408
2900000	-787242.5	2.011951685
3000000	-798328.625	1.945962071
3100000	-809540.625	1.883460402
3200000	-820007	1.868362784
3300000	-829807	1.792627454
3400000	-837992.75	1.710680485
3500000	-843775.875	1.559590578
3600000	-850287.25	1.535276532
3700000	-856123.125	1.50847888
3800000	-862712.25	1.568252802
3900000	-867911.75	1.480385661
4000000	-873037.5	1.455012798
4100000	-878066.625	1.445170879
4200000	-882551.625	1.394085526
4300000	-886698.3125	1.344495058
4400000	-890418.75	1.317507267
4500000	-893600.125	1.303351045
4600000	-896567.5	1.255461812
4700000	-899889.3125	1.283478498
4800000	-902688.25	1.274427056
4900000	-905909.625	1.28336525
5000000	-908561.8125	1.226808786
5100000	-910766.25	1.207402229
5200000	-912654.125	1.177140594
5300000	-915105	1.202670693
5400000	-916984.5625	1.168069482
5500000	-918856.875	1.151050448
5600000	-920831.75	1.146495104
5700000	-922536.125	1.13806808
5800000	-924482.25	1.156372309
5900000	-925999.125	1.160835385
6000000	-927415.4375	1.136101604
6100000	-929048.1875	1.129820347
6200000	-930207.5	1.12265563
6300000	-931913.75	1.141031384
6400000	-934036.75	1.162571669
6500000	-935417.375	1.147229433
6600000	-936855.375	1.110293388
6700000	-937869.25	1.095105648
6800000	-939181.1875	1.068245411
6900000	-940372.6875	1.075078964
7000000	-941361.375	1.074040532
7100000	-942445	1.089280248
7200000	-943434.375	1.082386494
7300000	-944608.75	1.101969838
7400000	-945373.3125	1.090928793
7500000	-946447.25	1.097033501
