timestep	potential_energy	temperature
0	-0.05386068672	0
100000	-534.3260498	0.7228726149
200000	-731.2872925	0.9104173779
300000	-976.4532471	0.9841347933
400000	-1267.659668	1.010942817
500000	-1471.428223	1.017442346
600000	-1655.538818	1.008906245
700000	-1774.912109	1.016633272
800000	-1949.547363	1.029367089
900000	-2178.061035	1.019292116
1000000	-2281.485352	1.02949965
1100000	-2524.640137	1.016660571
1200000	-2749.981934	1.006510973
1300000	-2869.320801	1.017049074
1400000	-3046.530762	1.018704534
1500000	-3194.46875	1.022054672
1600000	-3299.405762	1.018673182
1700000	-3557.822266	1.024467349
1800000	-3724.325928	1.023363948
1900000	-3919.062988	1.018843889
2000000	-4045.022217	1.002419829
2100000	-4214.479492	1.008389354
2200000	-4400.900391	1.016424298
2300000	-4581.037109	1.03402102
2400000	-4728.524414	1.024089217
2500000	-4875.074219	1.024683714
2600000	-5052.772949	1.016119957
2700000	-5200.534668	1.01951921
2800000	-5415.608398	1.004724622
2900000	-5533.234863	0.9973948598
3000000	-5719.500977	1.006617069
3100000	-5885.161133	1.022595525
3200000	-6066.004395	1.019861221
3300000	-6171.834961	1.02363205
3400000	-6266.919922	1.028046846
3500000	-6473.820801	1.016418219
3600000	-6642.925781	1.011066198
3700000	-6871.678223	1.012523293
3800000	-7041.875488	1.011149764
3900000	-7119.219727	1.014212847
4000000	-7278.84375	1.012607694
4100000	-7549.703125	1.024749398
4200000	-7684.972168	1.005909324
4300000	-7825.145508	1.026557803
4400000	-8049.888184	1.018442988
4500000	-8264.494141	1.03244102
4600000	-8375.960938	1.022724867
4700000	-8578.855469	1.005767465
4800000	-8644.224609	1.02446866
4900000	-8793.216797	1.001192212
5000000	-8907.089844	1.004174232
5100000	-9077.845703	1.00259304
5200000	-9210.356445	1.014754176
5300000	-9458.433594	1.017482519
5400000	-9566.294922	1.022806764
5500000	-9702.587891	1.002033234
5600000	-9841.637695	1.011989474
5700000	-10061.77148	1.00688839
5800000	-10319.51562	1.023966789
5900000	-10491.42871	1.009757638
6000000	-10523.10742	1.015482664
6100000	-10632.78516	1.023443818
6200000	-10783.83496	1.020839334
6300000	-10841.25391	1.022727132
6400000	-10916.39941	1.018166423
6500000	-11103.81641	1.013351321
6600000	-11205.6709	1.035944462
6700000	-11264.76855	1.016317964
6800000	-11424.30469	1.011960149
6900000	-11562.38672	1.003138542
7000000	-11649.22559	1.013168573
7100000	-11811.84375	1.014949918
7200000	-11920.0459	1.015007377
7300000	-11949.8623	1.014061928
7400000	-11968.70312	0.997769177
7500000	-11970.875	1.003318191
7600000	-12057.77344	1.004207015
7700000	-12133.91895	0.9999255538
7800000	-12233.13086	1.004615664
7900000	-12497.50781	1.001167536
8000000	-12660.65234	1.01919508
8100000	-12713.76562	0.9972621202
8200000	-12879.91016	1.000331402
8300000	-13008.5625	0.9906820655
8400000	-13137.38379	1.017585993
8500000	-13193.87109	1.000337601
8600000	-13267.75195	0.9925280213
8700000	-13432.35645	1.008727431
8800000	-13414.90527	1.011697054
8900000	-13580.64453	1.015928149
9000000	-13708.68164	1.008210897
9100000	-13781.33887	0.9953571558
9200000	-13897.64355	1.002944589
9300000	-13975.16602	1.013050914
9400000	-14093.45508	1.00387001
9500000	-14205.18945	0.9877516627
9600000	-14417.91992	1.018324137
9700000	-14486.39258	1.003554463
9800000	-14501.20898	0.9977391362
9900000	-14685.90039	0.9998362064
10000000	-14887.27148	1.005050421
10100000	-14842.21289	1.001199722
10200000	-15073.25391	1.008643627
10300000	-15123.53711	1.002065897
10400000	-15391.2168	1.006028652
10500000	-15350.58984	0.9943498373
10600000	-15499.87891	1.003974557
10700000	-15455.23438	1.001692176
10800000	-15515.32129	1.00570786
10900000	-15634.98926	1.008160114
11000000	-15838.71973	1.016165614
11100000	-15923.39746	1.008246422
11200000	-15933.92969	1.011031628
11300000	-16022.42383	1.019876003
11400000	-16097.26562	1.008764386
11500000	-16159.94238	0.9862815142
11600000	-16215.30078	1.016011477
11700000	-16174.80469	1.018330455
11800000	-16278.20508	1.049248815
11900000	-16307.4707	1.002797484
12000000	-16437.86328	1.002771139
12100000	-16532.875	0.9931744337
12200000	-16619.34375	1.00286603
12300000	-16559.33594	0.9964935184
12400000	-16512.13281	0.9959432483
12500000	-16598.1582	1.020063162
12600000	-16767.69141	1.012620687
12700000	-16911.08594	1.030760646
12800000	-17023.66016	1.004778981
12900000	-17089.08594	1.009123683
13000000	-17258.1582	1.005008459
