# Distance                   Potential                   Force
2.000100000000000193e+02 5.754795453306745185e+04 1.814934659245864954e+06
2.000651152000000081e+02 3.040715013949611239e+04 1.742579428055830940e+05
2.001202303999999970e+02 2.396038698534724972e+04 8.082694164159221691e+04
2.001753455999999858e+02 2.046398510911463018e+04 5.033756964872134267e+04
2.002304607999999746e+02 1.813429807617732877e+04 3.569707806673378218e+04
2.002855759999999634e+02 1.641845416358685179e+04 2.724513087636357159e+04
2.003406911999999522e+02 1.507673525506460464e+04 2.180237477533388301e+04
2.003958063999999410e+02 1.398479757053316462e+04 1.803320212621814426e+04
2.004509215999999299e+02 1.307036065250728279e+04 1.528386426893948919e+04
2.005060367999999187e+02 1.228793424102291101e+04 1.319866100014016229e+04
2.005611519999999075e+02 1.160715520504678534e+04 1.156837599463600236e+04
2.006162671999998963e+02 1.100681686390265531e+04 1.026235154647531817e+04
2.006713823999998851e+02 1.047156322807596553e+04 9.195012403174267092e+03
2.007264975999998740e+02 9.989942617249233081e+03 8.308095250551370555e+03
2.007816127999998628e+02 9.553203323170879230e+03 7.560634037788552632e+03
2.008367279999998516e+02 9.154517244785016373e+03 6.923031167659559287e+03
2.008918431999998404e+02 8.788461879509886785e+03 6.373399482948167133e+03
2.009469583999998292e+02 8.450664399407047313e+03 5.895224473515535465e+03
2.010020735999998180e+02 8.137550820533325350e+03 5.475824190016914145e+03
2.010571887999998069e+02 7.846165285003366080e+03 5.105307480245603074e+03
2.011123039999997957e+02 7.574037300640938156e+03 4.775852723670463092e+03
2.011674191999997845e+02 7.319082514375469145e+03 4.481198057730379332e+03
2.012225343999997733e+02 7.079527397378047681e+03 4.216274385861297560e+03
2.012776495999997621e+02 6.853851282352054113e+03 3.976936768543315793e+03
2.013327647999997509e+02 6.640741193216726060e+03 3.759764862308049032e+03
2.013878799999997398e+02 6.439056241393448545e+03 3.561912631517398950e+03
2.014429951999997286e+02 6.247799269975212155e+03 3.380993757381620071e+03
2.014981103999997174e+02 6.066094054699726257e+03 3.214993268953100596e+03
2.015532255999997062e+02 5.893166811904578026e+03 3.062198681643344571e+03
2.016083407999996950e+02 5.728331078423009785e+03 2.921145818485982545e+03
2.016634559999996839e+02 5.570975255966040095e+03 2.790575802445116096e+03
2.017185711999996727e+02 5.420552279132420153e+03 2.669400633274933625e+03
2.017736863999996615e+02 5.276570989543220094e+03 2.556675422801154582e+03
2.018288015999996503e+02 5.138588890913215437e+03 2.451575839501649625e+03
2.018839167999996391e+02 5.006206029645135459e+03 2.353379661682802634e+03
2.019390319999996279e+02 4.879059798759670230e+03 2.261451595702564646e+03
2.019941471999996168e+02 4.756820503930890482e+03 2.175230707341000652e+03
2.020492623999996056e+02 4.639187562168666773e+03 2.094219958558533563e+03
2.021043775999995944e+02 4.525886228525525439e+03 2.017977451221335969e+03
2.021594927999995832e+02 4.416664765758665453e+03 1.946109062985817218e+03
2.022146079999995720e+02 4.311291987377389887e+03 1.878262224961096535e+03
2.022697231999995608e+02 4.209555116870597885e+03 1.814120640769859165e+03
2.023248383999995497e+02 4.111257915832684375e+03 1.753399785698456981e+03
2.023799535999995385e+02 4.016219041716678021e+03 1.695843055353481077e+03
2.024350687999995273e+02 3.924270602444623364e+03 1.641218457554288079e+03
2.024901839999995161e+02 3.835256880409262521e+03 1.589315760540115434e+03
2.025452991999995049e+02 3.749033202749287284e+03 1.539944026054869482e+03
2.026004143999994938e+02 3.665464938362168596e+03 1.492929468329715746e+03
2.026555295999994826e+02 3.584426605081998787e+03 1.448113590055548002e+03
2.027106447999994714e+02 3.505801072912091513e+03 1.405351554620014440e+03
2.027657599999994602e+02 3.429478851256568760e+03 1.364510760561959160e+03
2.028208751999994490e+02 3.355357449815759992e+03 1.325469589670443156e+03
2.028759903999994378e+02 3.283340804256999036e+03 1.288116304661772347e+03
2.029311055999994267e+02 3.213338758992861585e+03 1.252348076092376004e+03
2.029862207999994155e+02 3.145266600432373252e+03 1.218070121255440881e+03
2.030413359999994043e+02 3.079044634948457315e+03 1.185194940382509458e+03
2.030964511999993931e+02 3.014597806552871589e+03 1.153641637621829204e+03
2.031515663999993819e+02 2.951855349909351389e+03 1.123335316068736802e+03
2.032066815999993707e+02 2.890750474863612453e+03 1.094206537640734723e+03
2.032617967999993596e+02 2.831220079140163307e+03 1.066190839870660284e+03
2.033169119999993484e+02 2.773204486262012324e+03 1.039228302775653674e+03
2.033720271999993372e+02 2.716647206100386029e+03 1.013263159880344006e+03
2.034271423999993260e+02 2.661494715765825731e+03 9.882434482567156238e+02
2.034822575999993148e+02 2.607696258816177306e+03 9.641206931125783512e+02
2.035373727999993037e+02 2.555203660987125659e+03 9.408496230337775614e+02
2.035924879999992925e+02 2.503971160851639524e+03 9.183879124772646492e+02
2.036476031999992813e+02 2.453955253990290657e+03 8.966959485355365587e+02
2.037027183999992701e+02 2.405114549408338462e+03 8.757366193581299285e+02
2.037578335999992589e+02 2.357409637070656572e+03 8.554751219316099196e+02
2.038129487999992477e+02 2.310802965544477047e+03 8.358787871930777555e+02
2.038680639999992366e+02 2.265258728844934012e+03 8.169169206898480979e+02
2.039231791999992254e+02 2.220742761670984237e+03 7.985606572047107647e+02
2.039782943999992142e+02 2.177222442301379033e+03 7.807828279465414880e+02
2.040334095999992030e+02 2.134666602493040955e+03 7.635578390635920414e+02
2.040885247999991918e+02 2.093045443788829743e+03 7.468615603747641671e+02
2.041436399999991806e+02 2.052330459699196581e+03 7.306712233351818213e+02
2.041987551999991695e+02 2.012494363273350018e+03 7.149653273587284730e+02
2.042538703999991583e+02 1.973511019621401601e+03 6.997235537138399195e+02
2.043089855999991471e+02 1.935355382989715736e+03 6.849266862914055309e+02
2.043641007999991359e+02 1.898003438028373012e+03 6.705565386165716291e+02
2.044192159999991247e+02 1.861432144922389170e+03 6.565958865407693565e+02
2.044743311999991136e+02 1.825619388087869083e+03 6.430284061074856936e+02
2.045294463999991024e+02 1.790543928160663654e+03 6.298386161360620008e+02
2.045845615999990912e+02 1.756185357029090028e+03 6.170118251129318878e+02
2.046396767999990800e+02 1.722524055683584038e+03 6.045340820198891834e+02
2.046947919999990688e+02 1.689541154675774806e+03 5.923921307647974572e+02
2.047499071999990576e+02 1.657218496996840486e+03 5.805733679121344721e+02
2.048050223999990465e+02 1.625538603200970101e+03 5.690658034393604794e+02
2.048601375999990353e+02 1.594484638614124606e+03 5.578580242706946137e+02
2.049152527999990241e+02 1.564040382481347251e+03 5.469391603628348548e+02
2.049703679999990129e+02 1.534190198917646967e+03 5.362988531377517347e+02
2.050254831999990017e+02 1.504919009538411046e+03 5.259272260761964617e+02
