# Distance                   Potential                   Force
2.000100000000000193e+02 5.754827255125015654e+04 1.814902900242054136e+06
2.000303324000000202e+02 3.996453912444923481e+04 4.531757858069721842e+05
2.000506648000000212e+02 3.334778534409268468e+04 2.385195156026478508e+05
2.000709972000000221e+02 2.943869740484722570e+04 1.563456528233329009e+05
2.000913296000000230e+02 2.673033360442666526e+04 1.140468571767648391e+05
2.001116620000000239e+02 2.468914661127582804e+04 8.864615979101497214e+04
2.001319944000000248e+02 2.306803016564441714e+04 7.186659387023339514e+04
2.001523268000000257e+02 2.173352837696088318e+04 6.003691524865605606e+04
2.001726592000000267e+02 2.060590042852963597e+04 5.129296323563625629e+04
2.001929916000000276e+02 1.963394528136185545e+04 4.459313308124065225e+04
2.002133240000000285e+02 1.878296197487755853e+04 3.931226786494140106e+04
2.002336564000000294e+02 1.802842031789836983e+04 3.505369340506463050e+04
2.002539888000000303e+02 1.735238359019098061e+04 3.155424424130419720e+04
2.002743212000000312e+02 1.674136723317366705e+04 2.863283454031799920e+04
2.002946536000000322e+02 1.618499584836320901e+04 2.616099933678876550e+04
2.003149860000000331e+02 1.567512759741584887e+04 2.404521615206114802e+04
2.003353184000000340e+02 1.520526434675463497e+04 2.221587134109394538e+04
2.003556508000000349e+02 1.477014301914234420e+04 2.062013855099597276e+04
2.003759832000000358e+02 1.436544553268589152e+04 1.921724674120055352e+04
2.003963156000000367e+02 1.398758849826792539e+04 1.797525512045807045e+04
2.004166480000000377e+02 1.363356786233718049e+04 1.686880534992206958e+04
2.004369804000000386e+02 1.330084221310611974e+04 1.587752339662063059e+04
2.004573128000000395e+02 1.298724381233537133e+04 1.498486287100936534e+04
2.004776452000000404e+02 1.269090984923024735e+04 1.417725436962509411e+04
2.004979776000000413e+02 1.241022867105130899e+04 1.344347073028182058e+04
2.005183100000000422e+02 1.214379726059353925e+04 1.277414711165238805e+04
2.005386424000000432e+02 1.189038726700700499e+04 1.216141373746363024e+04
2.005589748000000441e+02 1.164891761716660221e+04 1.159861173618672728e+04
2.005793072000000450e+02 1.141843224387205737e+04 1.108007102928010136e+04
2.005996396000000459e+02 1.119808183187639224e+04 1.060093508232607564e+04
2.006199720000000468e+02 1.098710874747480557e+04 1.015702142434644338e+04
2.006403044000000477e+02 1.078483451188264917e+04 9.744709734957759792e+03
2.006606368000000487e+02 1.059064932313387544e+04 9.360851372763210748e+03
2.006809692000000496e+02 1.040400323971407670e+04 9.002695721631087508e+03
2.007013016000000505e+02 1.022439872137735256e+04 8.667829833159976261e+03
2.007216340000000514e+02 1.005138428550102435e+04 8.354128659228939796e+03
2.007419664000000523e+02 9.884549085861401181e+03 8.059713778133216692e+03
2.007622988000000532e+02 9.723518258450541907e+03 7.782918977532818644e+03
2.007826312000000542e+02 9.567948908519882025e+03 7.522261407066605898e+03
2.008029636000000551e+02 9.417526636363776561e+03 7.276417281489264496e+03
2.008232960000000560e+02 9.271962517884290719e+03 7.044201322167647959e+03
2.008436284000000569e+02 9.130990470787752201e+03 6.824549285753916593e+03
2.008639608000000578e+02 8.994364949170667387e+03 6.616503054897601942e+03
2.008842932000000587e+02 8.861858918880850979e+03 6.419197865175891820e+03
2.009046256000000596e+02 8.733262073866537321e+03 6.231851321150591502e+03
2.009249580000000606e+02 8.608379260121500920e+03 6.053753917226831618e+03
2.009452904000000615e+02 8.487029079085403282e+03 5.884260829301986632e+03
2.009656228000000624e+02 8.369042646689415051e+03 5.722784783733883160e+03
2.009859552000000633e+02 8.254262487825842982e+03 5.568789842985360337e+03
2.010062876000000642e+02 8.142541549005976776e+03 5.421785974010758764e+03
2.010266200000000651e+02 8.033742314464100673e+03 5.281324287277970143e+03
2.010469524000000661e+02 7.927736013057194214e+03 5.146992852236432554e+03
2.010672848000000670e+02 7.824401905069840723e+03 5.018413009808662537e+03
2.010876172000000679e+02 7.723626639520685785e+03 4.895236114702775012e+03
2.011079496000000688e+02 7.625303673826886552e+03 4.777140650493802241e+03
2.011282820000000697e+02 7.529332748754191925e+03 4.663829668883946397e+03
2.011486144000000706e+02 7.435619412494425887e+03 4.555028511631838228e+03
2.011689468000000716e+02 7.344074588493732335e+03 4.450482779584127456e+03
2.011892792000000725e+02 7.254614182325924048e+03 4.349956518248328393e+03
2.012096116000000734e+02 7.167158723482345522e+03 4.253230593574662635e+03
2.012299440000000743e+02 7.081633038447793297e+03 4.160101235198352697e+03
2.012502764000000752e+02 6.997965951862603106e+03 4.070378727439460363e+03
2.012706088000000761e+02 6.916090012944626324e+03 3.983886230953184622e+03
2.012909412000000771e+02 6.835941244669505068e+03 3.900458720141885806e+03
2.013112736000000780e+02 6.757458913490564555e+03 3.819942023340964170e+03
2.013316060000000789e+02 6.680585317626639153e+03 3.742191954423598872e+03
2.013519384000000798e+02 6.605265592162450048e+03 3.667073525875504856e+03
2.013722708000000807e+02 6.531447529395764832e+03 3.594460234604704510e+03
