# Distance                   Potential                   Force
2.100105000000000359e+02 5.998995071898229071e+04 1.792976845425283303e+06
2.100316443000000390e+02 4.184126379081176128e+04 4.513836816400231328e+05
2.100527886000000422e+02 3.498121116239915136e+04 2.379933397517603298e+05
2.100739329000000453e+02 3.092323123377285083e+04 1.561342825812847586e+05
2.100950772000000484e+02 2.810973352826051268e+04 1.139568514891525410e+05
2.101162215000000515e+02 2.598825713134263424e+04 8.861470767018944025e+04
2.101373658000000546e+02 2.430269930157803174e+04 7.186754167568001139e+04
2.101585101000000577e+02 2.291466524549464157e+04 6.005752356755008805e+04
2.101796544000000608e+02 2.174143004879785076e+04 5.132631444451899006e+04
2.102007987000000639e+02 2.072986099583859686e+04 4.463515814804551337e+04
2.102219430000000671e+02 1.984393983043077606e+04 3.936042177689873643e+04
2.102430873000000702e+02 1.905820060748802644e+04 3.510630498781654023e+04
2.102642316000000733e+02 1.835401966459608229e+04 3.161017188317819819e+04
2.102853759000000764e+02 1.771739431873229842e+04 2.869127243182732127e+04
2.103065202000000795e+02 1.713754941269747724e+04 2.622136280678402909e+04
2.103276645000000826e+02 1.660602866839214403e+04 2.410707089541463210e+04
2.103488088000000857e+02 1.611608248126553917e+04 2.227888814455928878e+04
2.103699531000000889e+02 1.566224373532064237e+04 2.068406342325887817e+04
2.103910974000000920e+02 1.524002668172677659e+04 1.928188066938554402e+04
2.104122417000000951e+02 1.484570859647248653e+04 1.804044002292689402e+04
2.104333860000000982e+02 1.447616847038182823e+04 1.693441412272360685e+04
2.104545303000001013e+02 1.412876583492112331e+04 1.594345272776124875e+04
2.104756746000001044e+02 1.380124837189054233e+04 1.505102796523704637e+04
2.104968189000001075e+02 1.349168051872275828e+04 1.424358501674009676e+04
2.105179632000001106e+02 1.319838762443155065e+04 1.350990833429535996e+04
2.105391075000001138e+02 1.291991178416547700e+04 1.284064241771199522e+04
2.105602518000001169e+02 1.265497655595337710e+04 1.222792507262646177e+04
2.105813961000001200e+02 1.240245851136125384e+04 1.166510363347862403e+04
2.106025404000001231e+02 1.216136410024411998e+04 1.114651314104207631e+04
2.106236847000001262e+02 1.193081068840875741e+04 1.066730131429130051e+04
2.106448290000001293e+02 1.171001090185515022e+04 1.022328923984350149e+04
2.106659733000001324e+02 1.149825961320502392e+04 9.810859591470347368e+03
2.106871176000001356e+02 1.129492305596751248e+04 9.426866262363104397e+03
2.107082619000001387e+02 1.109942966493793574e+04 9.068560793596594522e+03
2.107294062000001418e+02 1.091126232642042669e+04 8.733532082117273603e+03
2.107505505000001449e+02 1.072995178729026702e+04 8.419656665906088165e+03
2.107716948000001480e+02 1.055507102230911187e+04 8.125057492644605190e+03
2.107928391000001511e+02 1.038623039829809932e+04 7.848069537261688311e+03
2.108139834000001542e+02 1.022307350448035686e+04 7.587210982860721742e+03
2.108351277000001573e+02 1.006527354253224985e+04 7.341158947157208786e+03
2.108562720000001605e+02 9.912530189127335689e+03 7.108728943252870522e+03
2.108774163000001636e+02 9.764566859138814834e+03 6.888857424338883902e+03
2.108985606000001667e+02 9.621128310034231617e+03 6.680586887801325247e+03
2.109197049000001698e+02 9.481978537997443709e+03 6.483053113392903470e+03
2.109408492000001729e+02 9.346898924443114083e+03 6.295474188765947474e+03
2.109619935000001760e+02 9.215686598232359756e+03 6.117141038352027863e+03
2.109831378000001791e+02 9.088152984352958811e+03 5.947409221826771500e+03
2.110042821000001823e+02 8.964122514326852979e+03 5.785691808891770961e+03
2.110254264000001854e+02 8.843431477335479940e+03 5.631453169895768042e+03
2.110465707000001885e+02 8.725926994155059219e+03 5.484203548495890573e+03
2.110677150000001916e+02 8.611466098584975043e+03 5.343494304363561241e+03
2.110888593000001947e+02 8.499914913224827615e+03 5.208913731837196792e+03
2.111100036000001978e+02 8.391147908284792720e+03 5.080083375175223409e+03
2.111311479000002009e+02 8.285047233658191544e+03 4.956654773270016449e+03
2.111522922000002040e+02 8.181502115794643942e+03 4.838306576823390969e+03
2.111734365000002072e+02 8.080408312025148007e+03 4.724741989437925440e+03
2.111945808000002103e+02 7.981667615939896677e+03 4.615686491151423979e+03
2.112157251000002134e+02 7.885187408232117377e+03 4.510885808879169417e+03
2.112368694000002165e+02 7.790880248118117379e+03 4.410104103229417888e+03
2.112580137000002196e+02 7.698663501043432916e+03 4.313122345382455023e+03
2.112791580000002227e+02 7.608458998902432540e+03 4.219736861303794285e+03
2.113003023000002258e+02 7.520192729446312114e+03 4.129758023605038034e+03
2.113214466000002290e+02 7.433794551942464750e+03 4.043009073959309717e+03
2.113425909000002321e+02 7.349197936485652463e+03 3.959325061194585487e+03
2.113637352000002352e+02 7.266339724655325881e+03 3.878551882087394006e+03
2.113848795000002383e+02 7.185159909470195089e+03 3.800545413510847084e+03
2.114060238000002414e+02 7.105601432815835324e+03 3.725170725995889370e+03
2.114271681000002445e+02 7.027609998718101451e+03 3.652301369977469676e+03
2.114483124000002476e+02 6.951133901008501198e+03 3.581818727046625099e+03
2.114694567000002507e+02 6.876123864079928353e+03 3.513611419439378096e+03
2.114906010000002539e+02 6.802532895566004299e+03 3.447574771784098630e+03
2.115117453000002570e+02 6.730316149896069874e+03 3.383610319817569234e+03
2.115328896000002601e+02 6.659430801783234529e+03 3.321625361380906270e+03
2.115540339000002632e+02 6.589835928796464032e+03 3.261532545531919823e+03
2.115751782000002663e+02 6.521492402250581108e+03 3.203249496070732675e+03
2.115963225000002694e+02 6.454362785722154513e+03 3.146698466179520892e+03
2.116174668000002725e+02 6.388411240565064872e+03 3.091806021232402145e+03
2.116386111000002757e+02 6.323603437858426332e+03 3.038502747144415480e+03
2.116597554000002788e+02 6.259906476272282816e+03 2.986722981904605149e+03
2.116808997000002819e+02 6.197288805383480394e+03 2.936404568182224921e+03
2.117020440000002850e+02 6.135720154016639754e+03 2.887488625111069723e+03
2.117231883000002881e+02 6.075171463222979582e+03 2.839919337548538351e+03
2.117443326000002912e+02 6.015614823543994135e+03 2.793643761276008263e+03
2.117654769000002943e+02 5.957023416237843776e+03 2.748611642758502512e+03
2.117866212000002974e+02 5.899371458173933206e+03 2.704775252216265471e+03
2.118077655000003006e+02 5.842634150126391432e+03 2.662089228881115559e+03
2.118289098000003037e+02 5.786787628219748512e+03 2.620510437417747653e+03
2.118500541000003068e+02 5.731808918300647747e+03 2.579997834586210502e+03
2.118711984000003099e+02 5.677675893028098471e+03 2.540512345307754003e+03
2.118923427000003130e+02 5.624367231491552047e+03 2.502016747373373164e+03
2.119134870000003161e+02 5.571862381181514138e+03 2.464475564103624947e+03
2.119346313000003192e+02 5.520141522151345271e+03 2.427854964330550047e+03
2.119557756000003224e+02 5.469185533221531841e+03 2.392122669128558300e+03
2.119769199000003255e+02 5.418975960089376713e+03 2.357247864771676177e+03
2.119980642000003286e+02 5.369494985217563226e+03 2.323201121440070892e+03
2.120192085000003317e+02 5.320725399384695265e+03 2.289954317239972170e+03
2.120403528000003348e+02 5.272650574789761777e+03 2.257480567138295555e+03
2.120614971000003379e+02 5.225254439610511326e+03 2.225754156446977049e+03
2.120826414000003410e+02 5.178521453923111949e+03 2.194750478522574213e+03
2.121037857000003441e+02 5.132436586897302732e+03 2.164445976374363909e+03
2.121249300000003473e+02 5.086985295187336305e+03 2.134818087899311195e+03
2.121460743000003504e+02 5.042153502444896731e+03 2.105845194485197680e+03
2.121672186000003535e+02 4.997927579885231353e+03 2.077506572743920060e+03
2.121883629000003566e+02 4.954294327842697385e+03 2.049782349155984321e+03
2.122095072000003597e+02 4.911240958256395970e+03 2.022653457424456747e+03
2.122306515000003628e+02 4.868755078030443656e+03 1.996101598352375277e+03
2.122517958000003659e+02 4.826824673217529380e+03 1.970109202072065045e+03
2.122729401000003691e+02 4.785438093977591961e+03 1.944659392467895714e+03
2.122940844000003722e+02 4.744584040266918237e+03 1.919735953646099233e+03
2.123152287000003753e+02 4.704251548215716866e+03 1.895323298316257024e+03
2.123363730000003784e+02 4.664429977155195047e+03 1.871406437959165714e+03
2.123575173000003815e+02 4.625108997257518240e+03 1.847970954665067211e+03
2.123786616000003846e+02 4.586278577754548678e+03 1.825002974534703526e+03
2.123998059000003877e+02 4.547928975703380274e+03 1.802489142543482558e+03
2.124209502000003909e+02 4.510050725268647511e+03 1.780416598776210549e+03
2.124420945000003940e+02 4.472634627493672269e+03 1.758772955946453749e+03
2.124632388000003971e+02 4.435671740534033233e+03 1.737546278120665193e+03
2.124843831000004002e+02 4.399153370328936944e+03 1.716725060572819302e+03
2.125055274000004033e+02 4.363071061687216570e+03 1.696298210700464324e+03
2.125266717000004064e+02 4.327416589766166908e+03 1.676255029937855170e+03
2.125478160000004095e+02 4.292181951922846565e+03 1.656585196606247564e+03
2.125689603000004126e+02 4.257359359918547852e+03 1.637278749645476637e+03
2.125901046000004158e+02 4.222941232458419108e+03 1.618326073174729572e+03
2.126112489000004189e+02 4.188920188049196440e+03 1.599717881833868660e+03
2.126323932000004220e+02 4.155289038159036863e+03 1.581445206859908239e+03
2.126535375000004251e+02 4.122040780664347949e+03 1.563499382856207376e+03
2.126746818000004282e+02 4.089168593569415407e+03 1.545872035214727248e+03
2.126958261000004313e+02 4.056665828985401276e+03 1.528555068154243372e+03
2.127169704000004344e+02 4.024526007356047103e+03 1.511540653339800201e+03
2.127381147000004376e+02 3.992742811918174539e+03 1.494821219050895024e+03
2.127592590000004407e+02 3.961310083385673352e+03 1.478389439867938563e+03
2.127804033000004438e+02 3.930221814846335747e+03 1.462238226848441172e+03
2.128015476000004469e+02 3.899472146861473902e+03 1.446360718166154584e+03
2.128226919000004500e+02 3.869055362758787851e+03 1.430750270188050763e+03
2.128438362000004531e+02 3.838965884109498802e+03 1.415400448965560145e+03
2.128649805000004562e+02 3.809198266381185931e+03 1.400305022117918497e+03
2.128861248000004593e+02 3.779747194758313526e+03 1.385457951086825688e+03
2.129072691000004625e+02 3.750607480122742345e+03 1.370853383742841743e+03
2.129284134000004656e+02 3.721774055187052454e+03 1.356485647325134323e+03
2.129495577000004687e+02 3.693241970773753565e+03 1.342349241697269463e+03
2.129707020000004718e+02 3.665006392233908628e+03 1.328438832902739250e+03
2.129918463000004749e+02 3.637062595999001132e+03 1.314749247004897370e+03
2.130129906000004780e+02 3.609405966260136665e+03 1.301275464196835856e+03
2.130341349000004811e+02 3.582031991769102206e+03 1.288012613167577911e+03
